"Timestamp","tracks","urls"
"2016/07/24 12:28:11 AM AST","King Arthur & TRM - Talking About Love (Out Now!)","https://soundcloud.com/hexagon/king-arthur-trm-talking-about-love-out-now"
"2016/07/24 12:28:12 AM AST","Shaggy - Only Love ft. Pitbull & Gene Noble (Luca Schreiner Island House Mix) [Premiere]","https://soundcloud.com/edm/shaggy-only-love-ft-pitbull-gene-noble-luca-schreiner-island-house-mix-premiere"
"2016/07/24 12:28:13 AM AST","Is This Love (Remix by Vicetone)","https://soundcloud.com/tropical-pineapple/is-this-love-remix-by-vicetone-tropicalpineapple"
"2016/07/24 12:28:13 AM AST","Poison (Lash Remix)","https://soundcloud.com/lash/rita-ora-poison-lash-remix"
"2016/07/24 12:28:14 AM AST","Milow - Howling At The Moon (FELICIAN Remix) [Buy=Free Download]","https://soundcloud.com/felician-bootlegs/milow-howling-at-the-moon-felician-remix-1"
"2016/07/24 12:28:15 AM AST","Heatwave - Robin Schulz (Feat. Akon)[Boef Remix]","https://soundcloud.com/deeper-house-1/heatwave-robin-schulz-feat-akonboef-remix"
"2016/07/24 12:28:15 AM AST","Madcon - Keep My Cool (Stone Van Brooken Remix)","https://soundcloud.com/stonevanbrooken/madcon-keep-my-cool-stone-van-brooken-remix"
"2016/07/24 12:28:16 AM AST","Claire Guerreso - Skipping Stones (Lulleaux Remix)","https://soundcloud.com/lulleaux/claire-guerreso-skipping-stones-lulleaux-remix"
"2016/07/24 12:28:17 AM AST","TACACHO - Summer Of Love (ft. Cider Sky)[Exclusive Premiere][Free Download]","https://soundcloud.com/melodic-sounds/tacacho-summer-of-love-ft-cider-sky"
"2016/07/24 12:28:18 AM AST","Red Hot Chili Peppers ~ Otherside (Mike Wit & Renko Remix)","https://soundcloud.com/a-la-mer/red-hot-chili-peppers-others-renko-mike-wit-remix"
"2016/07/24 12:28:19 AM AST","Alivio - Moving On [OUT NOW ON SPOTIFY]","https://soundcloud.com/alivioofficial/alivio-moving-on"
"2016/07/24 12:28:19 AM AST","Mau Kilauea Ft. Landry Cantrell - World Apart (Original Mix)[Exclusive Premiere]","https://soundcloud.com/melodic-sounds/mau-kilauea-ft-landry-cantrell-world-apart-original-mixexclusive-premiere"
"2016/07/24 12:28:21 AM AST","Gardiner Sisters - Home/Dirty Paws // Frinn Edit [Buy for free Dl]","https://soundcloud.com/frinn/gardiner-sisters-homedirty-paws-frinn-edit-buy-for-free-dl"
"2016/07/24 12:28:21 AM AST","CS & Miskeyz - Welcome To Paradise (Alex Brandt Remix) (ft. Emma Carn)","https://soundcloud.com/alexbrandt/cs-miskeyz-welcome-to-paradise-alex-brandt-remix"
"2016/07/24 12:28:22 AM AST","Steve James ft. Clairity - Renaissance (Alora & Senii Remix)","https://soundcloud.com/aloraandsenii/steve-james-steve-james-renaissance-alora-senii-remix"
"2016/07/24 12:28:23 AM AST","Lulleaux - Never Let You Down (Radio Edit)","https://soundcloud.com/lulleaux/lulleaux-never-let-you-down-radio-edit1"
"2016/07/24 12:28:24 AM AST","James Blunt - W.I.F.L.A (Le Malls Remix)","https://soundcloud.com/lemalls/james-blunt-wifla-le-malls-remix"
"2016/07/24 12:28:24 AM AST","Hellberg feat. Cozi Zuehlsdorff - The Girl (Benjamin Barr Remix)","https://soundcloud.com/tropical-at-its-best/the-girl-benjamin-barr-remix"
"2016/07/24 12:28:25 AM AST","Oasis - Turtl3 Feat. Islove","https://soundcloud.com/dj_turtl3/oasis-turtl3-feat-islove"
"2016/07/24 12:28:26 AM AST","Millesim - Another Sunrise (feat. Sean Bradford) [BUY = FREE DL]","https://soundcloud.com/velocitytv/test"
"2016/07/24 12:28:27 AM AST","Boyce Avenue - Ride The Wave (KIWIK Remix)","https://soundcloud.com/kiwikmusic/ride-the-wave-remix"
"2016/07/24 12:28:28 AM AST","Anthony Keyrouz - Tell You (Feat. Anis) [Exclusive Premiere]","https://soundcloud.com/selectedtunes/anke-tell-you-feat-anis-exclusive-premiere"
"2016/07/24 12:28:29 AM AST","Axero - Let Down (feat. Andrew Harris)","https://soundcloud.com/axeroofficial/axero-let-down-feat-andrew-harris"
"2016/07/24 12:28:30 AM AST","Audien - Something Better ft. Lady Antebellum (MÖWE Remix)","https://soundcloud.com/m-we-1/audien-something-better-ft-lady-antebellum-mowe-remix"
"2016/07/24 12:28:30 AM AST","Boubou Ft. Kite - Oh, Love (Original Mix)[Exclusive Premiere][Free Download]","https://soundcloud.com/melodic-sounds/boubou-ft-kite-oh-love-original-mixexclusive-premierefree-download"
"2016/07/24 12:28:31 AM AST","Aerokind & Clément Bcx - Shout Of Joy","https://soundcloud.com/aerokind/aerokind-clement-bcx-shout-of-joy"
"2016/07/24 12:28:31 AM AST","DEAMN - Praise","https://soundcloud.com/deamnmusic/deamn-praise"
"2016/07/24 12:28:32 AM AST","Frank Pierce - There's Love (ft. Hasan)","https://soundcloud.com/highonmusic1/thereslove"
"2016/07/24 12:28:33 AM AST","Lights (feat. Whitney Phillips)","https://soundcloud.com/bobbygreen/lights-feat-whitney-phillips"
"2016/07/24 12:28:34 AM AST","MLAD X Robbie Jay - FourFiveSeconds","https://soundcloud.com/mlad/mlad-x-robbie-jay-fourfiveseconds"
"2016/07/24 12:28:34 AM AST","Forgot About Kygo (Kygo x Dr. Dre, Eminem)","https://soundcloud.com/luddah-1/forgot-about-kygo-kygo-x-dr-dre-eminem"
"2016/07/24 12:28:35 AM AST","Ashworth - A Thousand Miles","https://soundcloud.com/ashworthofficial/ashworth-a-thousand-miles"
"2016/07/24 12:28:36 AM AST","Danny O'Connor","https://soundcloud.com/doc30"
"2016/07/24 12:28:37 AM AST","Touch The Sky (Edeema Remix)","https://soundcloud.com/benjamin-bedard/touch-the-sky-edeema-remix"
"2016/07/24 12:28:37 AM AST","Years & Years - Shine (Hibell Remix)","https://soundcloud.com/tfbcancun/years-years-shine-hibell-remix"
"2016/07/24 12:28:38 AM AST","DJ Mustard - Whole Lotta Lovin' (feat. Travis Scott) [Le Boeuf Remix]","https://soundcloud.com/le_boeuf/dj-mustard-whole-lotta-lovin-feat-travis-scott-le-boeuf-remix"
"2016/07/24 12:28:39 AM AST","Mike Posner ft Joseph Vincent - I Took A Pill In Ibiza (Tschax Remix)","https://soundcloud.com/timeless-network/i-took-a-pill-in-ibiza-tschax-remix"
"2016/07/24 12:28:39 AM AST","Believe (Cher refix)","https://soundcloud.com/r0okies/believe"
"2016/07/24 12:28:41 AM AST","When I Come Home","https://soundcloud.com/goldhouse/goldhouse-when-i-come-home"
"2016/07/24 12:28:41 AM AST","What A Feeling","https://soundcloud.com/ryanpulford/what-a-feeling"
"2016/07/24 12:28:42 AM AST","The Griswolds - If You Wanna Stay (The Rooftop Boys Remix)","https://soundcloud.com/therooftopboys/the-griswolds-if-you-wanna-stay-the-rooftop-boys-remix"
"2016/07/24 12:28:43 AM AST","Ma Chérie Mashup","https://soundcloud.com/joshuakruczek/ma-cherie-mashup"
"2016/07/24 12:28:44 AM AST","Adventure","https://soundcloud.com/cheatcodesmusic/adventure-1"
"2016/07/24 12:28:44 AM AST","The Heydaze - Adderall (Gazzo & Sweekuh Remix)","https://soundcloud.com/sweekuh/adderall"
"2016/07/24 12:28:45 AM AST","Klingande x Daylight - Losing U","https://soundcloud.com/dj-mattis/klingande-daylight-losing-u"
"2016/07/24 12:28:46 AM AST","Faraway People - We Were Summer","https://soundcloud.com/silviu-nisterenco/faraway-people-we-were-summer-1"
"2016/07/24 12:28:46 AM AST","Shine (Hibell Remix) - Years & Years","https://soundcloud.com/mugatunesofficial/shine-hibell-remix-years-years"
"2016/07/24 12:28:47 AM AST","Kygo - Carry Me (Radio Edit)","https://soundcloud.com/victordhruv/kygo-carry-me-radio-edit"
"2016/07/24 12:28:48 AM AST","Manse ft. Alice Berg - Freeze Time(Rice Bandits Remix)","https://soundcloud.com/t-r-b-985533978/freeze-time-manse-ft-alice-berg-rice-bandits-remix"
"2016/07/24 12:28:49 AM AST","Kygo - Carry Me [Free Download]","https://soundcloud.com/itsfreedownload/kygo-carry-me"
"2016/07/24 12:28:50 AM AST","Cash Cash Ft. Sofia Reyes - How To Love (YASDI REMAKE) *FREE DOWNLOAD*","https://soundcloud.com/djyasdi/cash-cash-ft-sofia-reyes-how-to-love-yasdi-remake-free-download"
"2016/07/24 12:28:50 AM AST","Mako - Into The Sunset [Premiere]","https://soundcloud.com/handpickedtv/mako-into-the-sunset-premiere"
"2016/07/24 12:28:51 AM AST","Noonie Bao - Pyramids (RARI Remix)","https://soundcloud.com/rarisound/noonie-bao-pyramids-rari-remix"
"2016/07/24 12:28:52 AM AST","Mako - Into The Sunset [Out Now]","https://soundcloud.com/xk1uchx/mako-into-the-sunset-out-now"
"2016/07/24 12:28:53 AM AST","Louis Vivet - Best Thing (feat. Gavrielle)","https://soundcloud.com/thrivemusic/louis-vivet-best-thing"
"2016/07/24 12:28:54 AM AST","Lil Dicky - Save Dat Money (Feat. Fetty Wap) (Evan Gartner Remix)","https://soundcloud.com/evangartner/lil-dicky-save-dat-money-feat-fetty-wap-evan-gartner-remix"
"2016/07/24 12:28:54 AM AST","Rain Man Ft. Oly - Bring Back The Summer (Paxel Remix)","https://soundcloud.com/paxelmusic/rain-man-ft-oly-bring-back-the-summer-paxel-remix"
